fact_unit,2010-08-09,2010-11-22,2011-02-04,2011-05-09,2011-08-08,2011-11-21,2012-02-03,2012-05-07,2012-08-06,2012-11-19,2013-02-01,2013-05-06,2013-08-05,2013-11-18,2014-01-31,2014-05-05,2014-07-28,2014-08-07,2014-11-17,2015-01-30,2015-05-04,2015-08-03,2015-11-23,2016-02-05,2016-05-09,2016-08-08,2016-11-21,2017-02-06,2017-05-08,2017-08-07,2017-11-13,2018-02-08,2018-05-07,2018-08-06,2018-11-13,2019-02-07,2019-05-06,2019-08-05,2019-11-12,2020-02-06,2020-02-12,2020-02-19,2020-02-21,2020-03-13,2020-04-01,2020-05-04,2020-05-22,2020-06-10,2020-08-03,2020-10-08,2020-11-16,2020-12-21,2021-01-20,2021-02-11,2021-02-17,2021-02-22,2021-03-25,2021-05-10,2021-05-14,2021-06-02,2021-06-25,2021-07-06,2021-08-09,2021-10-04,2021-11-15,2021-12-09,2022-01-12,2022-02-07,2022-02-14,2022-05-09,2022-08-08,2022-08-29,2022-09-27,2022-11-14,2023-01-09,2023-02-06,2023-02-13,2023-05-08,2023-05-15,2023-08-07,2023-08-10,2023-09-07,2023-11-13,2023-12-07,2024-02-05,2024-02-12,2024-05-06,2024-06-12,2024-06-13,2024-06-28,2024-08-05,2024-08-29,2024-11-12,2025-02-03,2025-02-10,2025-02-25,2025-04-18,2025-05-05,2025-05-08,2025-08-04,2025-08-07,2025-09-05,2025-11-10,2025-11-21
UnrecognizedTaxBenefits / USD,,210000000.0,184000000.0,184000000.0,184000000.0,220000000.0,174000000.0,174000000.0,174000000.0,233000000.0,168000000.0,168000000.0,168000000.0,184000000.0,175000000.0,175000000.0,184000000.0,175000000.0,174000000.0,272000000.0,272000000.0,272000000.0,168000000.0,306000000.0,306000000.0,306000000.0,175000000.0,305000000.0,305000000.0,305000000.0,272000000.0,316000000.0,316000000.0,316000000.0,306000000.0,308000000.0,308000000.0,308000000.0,305000000.0,169000000.0,,,,,,169000000.0,,,169000000.0,,316000000.0,,,316000000.0,,,,165000000.0,,,,,165000000.0,,308000000.0,,,152000000.0,,152000000.0,152000000.0,,,169000000.0,,152000000.0,,152000000.0,,,152000000.0,,165000000.0,,131000000.0,,131000000.0,,,,131000000.0,,152000000.0,151000000.0,,,,151000000.0,,151000000.0,,,152000000.0,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,-28000000.0,,,,21000000.0,,,,-35000000.0,,,,24000000.0,,,24000000.0,,10000000.0,,,,6000000.0,,,,20000000.0,,,,18000000.0,,,,48000000.0,,,,27000000.0,,,,,,,,,,,,18000000.0,,,18000000.0,,,,,,,,,,,17000000.0,,,,,,,,,9000000.0,,,,,,,,,7000000.0,,,,,,,,,,13000000.0,,,,,,,,,,12000000.0,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,-14000000.0,,,,25000000.0,,,,-25000000.0,,,,9000000.0,,,9000000.0,,1000000.0,,,,2000000.0,,,,1000000.0,,,,0.0,,,,7000000.0,,,,4000000.0,,,,,,,,,,,,8000000.0,,,8000000.0,,,,,,,,,,,9000000.0,,,,,,,,,3000000.0,,,,,,,,,1000000.0,,,,,,,,,,3000000.0,,,,,,,,,,0.0,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,71000000.0,64000000.0,64000000.0,64000000.0,64000000.0,58000000.0,58000000.0,58000000.0,58000000.0,64000000.0,64000000.0,64000000.0,64000000.0,63000000.0,63000000.0,64000000.0,63000000.0,63000000.0,54000000.0,54000000.0,54000000.0,54000000.0,,,,46000000.0,,,,52000000.0,,,,63000000.0,,,,73000000.0,,,,,,,,,,,,46000000.0,,,46000000.0,,,,,,,,,,,51000000.0,,,,,,,,,49000000.0,,,,,,,,,47000000.0,,,,,,,,,,50000000.0,,,,,,,,,,59000000.0,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,23000000.0,,,,7000000.0,,,,4000000.0,,,,4000000.0,,,4000000.0,,3000000.0,,,,3000000.0,,,,11000000.0,,,,78000000.0,,,,35000000.0,,,,38000000.0,,,,,,,,,,,,19000000.0,,,19000000.0,,,,,,,,,,,20000000.0,,,,,,,,,21000000.0,,,,,,,,,25000000.0,,,,,,,,,,16000000.0,,,,,,,,,,7000000.0,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,36000000.0,,,,60000000.0,,,,11000000.0,,,,21000000.0,,,21000000.0,,5000000.0,,,,15000000.0,,,,17000000.0,,,,11000000.0,,,,31000000.0,,,,5000000.0,,,,,,,,,,,,8000000.0,,,8000000.0,,,,,,,,,,,21000000.0,,,,,,,,,5000000.0,,,,,,,,,7000000.0,,,,,,,,,,20000000.0,,,,,,,,,,1000000.0,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,-7000000.0,,,,8000000.0,,,,-4000000.0,,,,2000000.0,,,2000000.0,,3000000.0,,,,3000000.0,,,,46000000.0,,,,37000000.0,,,,12000000.0,,,,10000000.0,,,,,,,,,,,,9000000.0,,,9000000.0,,,,,,,,,,,154000000.0,,,,,,,,,18000000.0,,,,,,,,,37000000.0,,,,,,,,,,20000000.0,,,,,,,,,,17000000.0,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,104000000.0,150000000.0,150000000.0,150000000.0,150000000.0,155000000.0,155000000.0,155000000.0,155000000.0,,154000000.0,154000000.0,154000000.0,149000000.0,149000000.0,154000000.0,149000000.0,149000000.0,241000000.0,241000000.0,241000000.0,241000000.0,,,,244000000.0,,,,205000000.0,,,,205000000.0,,,,216000000.0,,,,,,,,,,,,116000000.0,,,116000000.0,,,,,,,,,,,118000000.0,,,,,,,,,111000000.0,,,,,,,,,112000000.0,,,,,,,,,,98000000.0,,,,,,,,,,104000000.0,
UnrecordedUnconditionalPurchaseObligationBalanceOnFifthAnniversary / USD,,12000000.0,,,,15000000.0,,,,26000000.0,,,,24000000.0,,,24000000.0,,189000000.0,,,,92000000.0,,,,95000000.0,,,,77000000.0,,,,23000000.0,,,,19000000.0,,,,,,,,,,,,79000000.0,,,79000000.0,,,,,,,,,,,84000000.0,,,,,,,,,43000000.0,,,,,,,,,50000000.0,,,,,,,,,,79000000.0,,,,,,,,,,288000000.0,
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary / USD,,829000000.0,,,,886000000.0,,,,819000000.0,,,,1482000000.0,,,1482000000.0,,2625000000.0,,,,1655000000.0,,,,1817000000.0,,,,1750000000.0,,,,1224000000.0,,,,2466000000.0,,,,,,,,,,,,2371000000.0,,,2371000000.0,,,,,,,,,,,2455000000.0,,,,,,,,,342000000.0,,,,,,,,,424000000.0,,,,,,,,,,368000000.0,,,,,,,,,,556000000.0,
UnrecordedUnconditionalPurchaseObligationBalanceOnFourthAnniversary / USD,,12000000.0,,,,16000000.0,,,,35000000.0,,,,33000000.0,,,33000000.0,,271000000.0,,,,117000000.0,,,,112000000.0,,,,118000000.0,,,,57000000.0,,,,43000000.0,,,,,,,,,,,,111000000.0,,,111000000.0,,,,,,,,,,,117000000.0,,,,,,,,,72000000.0,,,,,,,,,79000000.0,,,,,,,,,,100000000.0,,,,,,,,,,313000000.0,
UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary / USD,,38000000.0,,,,63000000.0,,,,73000000.0,,,,54000000.0,,,54000000.0,,585000000.0,,,,434000000.0,,,,373000000.0,,,,374000000.0,,,,732000000.0,,,,311000000.0,,,,,,,,,,,,414000000.0,,,414000000.0,,,,,,,,,,,280000000.0,,,,,,,,,233000000.0,,,,,,,,,293000000.0,,,,,,,,,,269000000.0,,,,,,,,,,509000000.0,
UnrecordedUnconditionalPurchaseObligationBalanceOnThirdAnniversary / USD,,17000000.0,,,,18000000.0,,,,36000000.0,,,,48000000.0,,,48000000.0,,259000000.0,,,,278000000.0,,,,166000000.0,,,,272000000.0,,,,159000000.0,,,,198000000.0,,,,,,,,,,,,253000000.0,,,253000000.0,,,,,,,,,,,175000000.0,,,,,,,,,131000000.0,,,,,,,,,151000000.0,,,,,,,,,,132000000.0,,,,,,,,,,357000000.0,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,,944000000.0,,,,1059000000.0,,,,1075000000.0,,,,1715000000.0,,,1715000000.0,,4178000000.0,,,,2761000000.0,,,,2669000000.0,,,,2701000000.0,,,,2208000000.0,,,,3060000000.0,,,,,,,,,,,,3380000000.0,,,3380000000.0,,,,,,,,,,,3235000000.0,,,,,,,,,930000000.0,,,,,,,,,1146000000.0,,,,,,,,,,1195000000.0,,,,,,,,,,5268000000.0,
UnrecordedUnconditionalPurchaseObligationDueAfterFiveYears / USD,,,,,,61000000.0,,,,86000000.0,,,,74000000.0,,,74000000.0,,249000000.0,,,,185000000.0,,,,106000000.0,,,,110000000.0,,,,13000000.0,,,,23000000.0,,,,,,,,,,,,152000000.0,,,152000000.0,,,,,,,,,,,124000000.0,,,,,,,,,109000000.0,,,,,,,,,149000000.0,,,,,,,,,,247000000.0,,,,,,,,,,3245000000.0,
UnusualOrInfrequentItemNetOfInsuranceProceeds / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53000000.0,
VariableLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000000.0,,,,,,227000000.0,,,333000000.0,,451000000.0,,,451000000.0,,,,,,,,,,,451000000.0,,,,,,,,,473000000.0,,,,,,,,,473000000.0,,,,,,,,,,508000000.0,,,,,,,,,,531000000.0,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,373000000.0,356000000.0,377000000.0,377000000.0,379000000.0,372000000.0,379000000.0,381000000.0,382000000.0,379000000.0,376000000.0,374000000.0,373000000.0,380000000.0,362000000.0,364000000.0,380000000.0,366000000.0,370000000.0,354000000.0,355000000.0,355000000.0,367000000.0,416000000.0,416000000.0,414000000.0,364000000.0,400000000.0,396000000.0,394000000.0,413000000.0,373000000.0,371000000.0,371000000.0,390000000.0,371000000.0,371000000.0,370000000.0,370000000.0,366000000.0,,,,,,366000000.0,,,366000000.0,,369000000.0,,,369000000.0,,,,366000000.0,,,,,366000000.0,,366000000.0,,,365000000.0,,365000000.0,365000000.0,,,365000000.0,,365000000.0,,364000000.0,,,364000000.0,,365000000.0,,358000000.0,,356000000.0,,,,285000000.0,,363000000.0,355000000.0,,,,355000000.0,,355000000.0,,,284000000.0,
